Closed EPS                                                  Jaccard Similarity                                          
[39, 77, 85, 84, 97, 92, 69, 73]  [39, 77, 61, 65, 85, 84, 97, 92, 69, 73]0.833                                                       
[39, 77, 65, 85, 84, 97, 92, 69, 73]  [21, 77, 65, 85, 84, 97, 92, 69, 73]0.833                                                       
[47, 69, 73, 61, 85, 84, 97, 92]  [39, 47, 69, 73, 61, 85, 84, 97, 92]0.833                                                       
[39, 61, 85, 84, 97, 92]  [39, 69, 61, 65, 85, 84, 97, 92]  0.833                                                       
[39, 73, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]      0.833                                                       
[21, 69, 61, 85, 84, 97, 92]  [39, 69, 61, 85, 84, 97, 92]  0.833                                                       
[47, 69, 61, 85, 84, 97, 92]  [21, 69, 61, 85, 84, 97, 92]  0.833                                                       
[47, 85, 84, 97, 92]  [47, 65, 85, 84, 97, 92]              0.833                                                       
[21, 69, 85, 84, 97, 92]  [21, 69, 73, 85, 84, 97, 92]      0.833                                                       
[39, 61, 65, 85, 84, 97, 92]  [39, 69, 61, 85, 84, 97, 92]  0.833                                                       
[21, 69, 85, 84, 97, 92]  [21, 69, 61, 65, 85, 84, 97, 92]  0.833                                                       
[69, 61, 85, 84, 97, 92]  [69, 73, 61, 85, 84, 97, 92]      0.833                                                       
[69, 73, 85, 84, 97, 92]  [69, 73, 61, 85, 84, 97, 92]      0.833                                                       
[47, 69, 61, 85, 84, 97, 92]  [39, 69, 61, 85, 84, 97, 92]  0.833                                                       
[47, 77, 65, 85, 84, 97, 92, 69, 73]  [47, 77, 61, 85, 84, 97, 92, 69, 73]0.833                                                       
[21, 73, 85, 84, 97, 92]  [21, 69, 73, 85, 84, 97, 92]      0.833                                                       
[47, 77, 61, 65, 85, 84, 97, 92, 69, 73]  [47, 77, 85, 84, 97, 92, 69, 73]0.833                                                       
[39, 47, 73, 61, 85, 84, 97, 92]  [39, 47, 69, 73, 85, 84, 97, 92]0.828                                                       
[39, 47, 73, 61, 85, 84, 97, 92]  [39, 73, 61, 65, 85, 84, 97, 92]0.828                                                       
[47, 69, 73, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 65, 85, 84, 97, 92]0.828                                                       
[39, 47, 73, 65, 85, 84, 97, 92]  [39, 47, 73, 61, 85, 84, 97, 92]0.828                                                       
[39, 47, 69, 73, 61, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]0.828                                                       
[39, 47, 73, 61, 65, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]0.828                                                       
[39, 47, 73, 61, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.828                                                       
[47, 73, 61, 85, 84, 97, 92]  [47, 73, 85, 84, 97, 92]      0.826                                                       
[69, 61, 85, 84, 97, 92]  [39, 69, 61, 85, 84, 97, 92]      0.826                                                       
[47, 69, 73, 85, 84, 97, 92]  [47, 73, 85, 84, 97, 92]      0.826                                                       
[39, 47, 61, 85, 84, 97, 92]  [39, 47, 85, 84, 97, 92]      0.826                                                       
[21, 73, 65, 85, 84, 97, 92]  [21, 65, 85, 84, 97, 92]      0.826                                                       
[39, 69, 73, 85, 84, 97, 92]  [39, 69, 85, 84, 97, 92]      0.826                                                       
[69, 65, 85, 84, 97, 92]  [69, 73, 65, 85, 84, 97, 92]      0.826                                                       
